,Sentiment,Message
9112,0, ryan amp getting fixed transformer broke
9113,4, im going ask brandon cant get hokld im sad r ight im jealon soooo worth adn im breakin im
9114,4, going bed knowing gailporter wake hair yesterday
9115,4, tricia_zlnet admit cheat sheet lol also trying come huge chuck follow list post somewhere
9116,0, macbook fans poor thing like panting
9117,4, pizza party season weeds
9118,0, able get internet anywhere
9119,4, mcdonalds breakfast tomorrow bacon egg mcmuffin without bacon please tomorrow week meat call wanker
9120,4, includingtacos aboriginal term meaning quot whipped little boy quot melgrimes
9121,4, regravity mean since minutes ago yeah haha
9122,0, thedebbyryan glad close summer brazil cold winter rain
9123,0, rvzb becca didnt get see graduation anywaqys congrats looked super pretty usual
9124,0, luvmyrandomness stop following post lot
9125,4, ok thought twice thought
9126,4, reneethronson hehe tweetdeck running time little easier stuff using web alone
9127,4, deiashadows hey vote tomfelton currently rd place spread word vote many times
9128,0, think bff ryan cousino kidnapped grounded haha
9129,0, jordancondra lol
9130,4, krayolakid let know bout today lady know showing yo house tues wed see mean
9131,0, fazerella shit let bloody update photo deletes account
9132,4, geekstuffog nice yesh
9133,4, meaningoftruth hi okay thanks hugs kisses south africa
9134,0, heading work
9135,4, done another chapter starting another one need go store think madre take lol
9136,0, nighthawk yea best mood either
9137,0, would enjoy work didnt feel guilty ppl less thn even though im need bad ppl
9138,4, aalaap wish could create web apps like dude
9139,0, supppashley mine stupid
9140,4, physics rev going better today althought drilling upstairs alittle annoying
9141,0, stop sneezing damn hayfever know could get night
9142,4, iiss innn ictt withh lauraa
9143,4, excited today last official day work well summer anyways want try real vacation summer
9144,4, joeymcintyre congrats fun tonight joe
9145,0, september new album coming cry album actually think wait aug comes stores
9146,0, hard youre middle depression excitement right
9147,0, rb_cole keep trying upload lvatt cover background letting anyways tink
9148,0, teamhate dammit want
9149,0, lot mind trying figure align passions obligations coming anything far fb
9150,0, wan na see taylor swift concert bad cant afford
9151,0, stomach reading fat jew twitter word come describe quot gross quot
9152,0, dog_crazy sad
9153,4, yay sunshine
9154,4, renee_ good idea
9155,4, getting ready game nba finals hopefully lakers go
9156,0, dannywood k hot u r jump started vomit sorry
9157,0, nicolemuch glad ure finally sorry wasnt able visit u tho
9158,4, fuzzym avenue q ftw offended gone stomp instead haha
9159,4, kristennicole yup well time
9160,0, shopping least get dinner davinci frankenmuth
9161,4, jamming aoki awesome
9162,4, recently photographed icon
9163,4, feel lot better needed sleep rread pages maximum ride
9164,0, sandy got sitter thisafternoon festivals rained crawfish green beer wild game bbq today
9165,0, argh missed fun guys get trying productive today
9166,0, best friends live far away life one bit fat assed prostitue
9167,4, annhawkins good stuff bumps post tomorrow tweets
9168,4, work quot school quot
9169,4, louhsha ow haha soo
9170,4, hectic monday believe already make wish
9171,0, amy doubt bbe theyr gon na give number us mean nothing still love
9172,0, whitona called picking someone hired bk coming orientation manana tweeting cheraustin
9173,4, sex city best
9174,4, missshellbelle tired
9175,0, musclenerd update ultrasnw becoming late time sleep
9176,0, renaissanceash shame one sunday left study
9177,0, wanting badly go shopping
9178,4, hey yummilysweet bought dresses thought supposed wait till bangkok trip haha u buy shopping mood
9179,4, assistindo quot richard dawkins vÃ£ Ã¢ Ã¢Â½rus da fÃ£ Ã¢ Ã¢Â½ quot youtoba
9180,0, anxious sleeping home alone
9181,0, miss jaylor days sad broke sad
9182,4, goodnight tweeps
9183,4, ohsweetnibblets love daughtry chemical romance mcfly omigawsh havent spoken years l online hows ur gcses
9184,4, mmm strawberry ice cream u want
9185,0, monday bni meeting
9186,0, watched car explode mythbusters wow totally gutted ramp jump
9187,0, really hate already sunday next week going fun
9188,4, never noticed big eyes bgt final yay susan boyle wins think may kill looks like badger
9189,0, bcberrie everyone think lol sure missed write
9190,0, blah today need cheering
9191,4, listening music getting pumped watch mtv movie awards
9192,4, working todo list go work aaron books boxes coming yikes
9193,0, jus pau watch human trafficing good movie long gona tired tom morning
9194,0, one tweeting
9195,0, rain rain go away come another day
9196,0, hayfever taken stop pollen spreading like swine flu
9197,0, troath hurts
9198,0, didnt say goodnight
9199,0, higel woahh wish could go miley concerttt never comes spain
9200,4, manoyjoe downloadable recordings tmr top
9201,4, loves party
9202,0, jelloyd favorite lipgloss also discontinued feel pain
9203,0, alive bff house checked new house afternoon happy
9204,4, emzyjonas know find new layout hard
9205,4, ink ink ink ink ink ink lt remix geek hahaha ink ink ink ink ink love
9206,0, ate wendy pay drinks tonight bc owner headache
9207,0, mojoculture either everyone saying quot miracle hudson however ocean night hope
9208,0, coping
9209,4, chem better physics tired natasya_astri hahaha ntn bbf juga ya hihi gue sukanya jun pyo
9210,0, hills bestt lmao made deanna cry end sad though
9211,0, going miss sfo lobby ambassador boo
9212,0, missgoldie oh speeding hit mine oo
9213,0, way first ats dance class year anne libbybulloff
9214,0, learned david cook twitter bad news word nerds cookie heads
9215,0, silentmandie interesting definitely important die playoff game gah
9216,0, ddlovato try eating chilli pepper school drink water made worse lol
9217,0, missss somebody badly
9218,0, need coffee much hw boooo
9219,4, brazendesign cool great gift adding
9220,4, jump shower time start shopping
9221,4, alright really gon na go finish franny zooey anyone read book let know like discuss
9222,4, tick people making presentations occasionally bob head like parakeet
9223,0, feeling little bit ill
9224,0, man linkinus v seems trouble worth
9225,0, feels like million degrees yuck looking forward summer
9226,4, jonster iphone makes cynical
9227,4, eddieizzard us still awake portugal wish best luck xx
9228,4, going go watch taken excited
9229,0, miss boyfriend already
9230,0, saladfingerss scare
9231,4, got home hanging friends fun
9232,4, eating dimsum bed
9233,4, haha im still awake never went sleep pulled nighter wif kayla going cedar point ina couple hrs wan na talk txt cell
9234,0, going surgery tomorro
9235,4, aritra_m naaaice thank
9236,4, hedwign
9237,4, vmnowaskie early afternoon dear worry forgotten
9238,4, wonders get lesbian followers latest tweet
9239,4, aghhhh school day waiting boost junction brisbane tomoro
9240,4, mrfixit good bet u make life whole lot easier cooking fixing everything lol
9241,0, chilling apt fab view close golden gate watching american idol cant believe adam didnt win
9242,4, goooooooooooooooooooooooood morning rise shine everyone
9243,0, sxpphire heard reaaaalllllyyyy good want try natashaloh
9244,4, heymeghan awhh well need anything ilu
9245,4, finished english paper break time
9246,0, killandra ok read one screen got u guys talked cards postcards amp clocks vista
9247,4, cooked nilagpang ilonggo dish dinner
9248,4, jessica_bechtol likely
9249,4, jho_columbia ahhhh new york jealous enjoy
9250,4, ranaciaramella forgot
9251,4, idadorable like quot superblonde quot like new high heels like style parties
9252,0, third time going plane taking today
9253,0, gasgirl link wont work
9254,0, mileycyrus iÃ£ Ã¢ Ã¢ craving sushi jamba juice miss la
9255,0, misses half boo
9256,4, ninaspringle names like horny sex kitten usually follow people australia ask nicely
9257,4, emoisforluvers hope fun trek
9258,4, tb blocking fuck em probably buncha cnts anyway
9259,0, imranhere moscow water tastes dirty smells cheap chlorine air smells smoke snmog sooo bad cant breath
9260,0, working piece animal cruelty sspca pictures bl dy heart wrenching nx
9261,4, welcome mariebocq
9262,4, tattoo inquiry excited
9263,0, clicked link felt bad recognized hammer dance
9264,4, brandystrippers okay see else find
9265,4, rosalindc eating chocolate coconut scone
9266,4, falling asleep trent reznor lullaby got sick one awake
9267,0, emdoggg cassie going store back like min back soon skype miss
9268,0, need lots moneeeeeeeeeeeeeeeey
9269,4, shoescape love signup shoehunting save shoes get posted twitter automatically fun
9270,4, ateneo vanna dwtl weekend
9271,0, look like gon na another long night boooo
9272,4, datgirl oh absolutely right tag yakshaving
9273,4, always hungry maybe enter world competitive eating
9274,4, obiwankenobi pretty good obiwankenobi saturday night
9275,0, good news slowly nursed achilles back health bad news may broken ankle
9276,4, dsbabygirl good morning getting excited days days nkotb concert
9277,0, still rough last night cant wait start drinkin
9278,0, tammys bad changed
9279,0, hmm seems like twitter decided let see dougsymington updates booo
9280,4, date night mr parchman last night sushi saw quot quot great company food movie
9281,4, goodmorning
9282,0, quot stackvision tv quot finally finished cookin knew would take hours
9283,0, home spending day listening old love songs im bored
9284,0, understand certain people hrs seriously someone send food water amp
9285,0, miss office stupid let animations want
9286,4, sammieepaige sure
9287,4, galiiit lmao thats good one havent thought one hobo weekly hobos day daily hobo hobo life total hobo
9288,0, sometimes wish things would work better sadly
9289,4, maymaym thought fairly dead days course works great know cli dork anyway
9290,0, still
9291,0, isabelkate give
