,Sentiment,Message
1243964,4,Guess what guys!! I GOT GREEN DAY TICKETS! 
537827,0,@DimaM I took a quiz on Facebook and it said I belong in New Jersey.  What is wrong with this world?
630283,0,@Gastonator Me too ash... me too  ELL was on last night though! SQUEEE!!!
1020293,4,"Morning sweetheart, lets do brunch today on me  @Janiqua"
1203369,4,Having a great time 
864969,4,"Goodnight Sweetheart, well it's time to go...do do do do.... "
617372,0,"i'm so afraid  god, stay by me tommorow D :'("
1481483,4,movie last seen(UP IN 3D  ) what i listening  ELECTRONIC  REP OF DAY AND NIGHT kid cuddi)
1276253,4,@JonathanRKnight you must be tired sweetie go to bed and relax...have a wonderful day tomorrow!  lots of love !
1591676,4,&quot;Already Gone&quot; - Kelly Clarkson  very beautiful  :')
122457,0,What's the chances of it being sunny today? I miss beingvable to wear shorts! 
1151589,4,@HIScricket Yeah after a while they just kind of lose their potency. And then it's like &quot;I demand the morphine drip!&quot; 
1289909,4,"Burritos, Dutch oven ??? If he's willing to share, please post recipe  Have a BLESSED bible study, pray for the Gulf Coast NO hurricanes !"
860986,4,"@StDAY Oh, I'll give you brutal honesty. Along with sarcastic remarks.  "
1561715,4,then it didn't change much literally. it was ok i guess. jon's bike was really cool and kates scooter i guess it is for a good cause. 
585101,0,@dannygokey Iam so sad I missed your chat seesion yesterday! I didnt get the tweets on my phone!!! 
950624,4,Updated my Multiply Site. 
1513871,4,@julesey1 Aww thankyou huni! his face this morning is a picture - he hasn't stopped smiling yet! 
106628,0,Gah! Why the hell am I feeling down? 
673198,0,Awww... I'm such a punk... I miss you boo!! 
1050913,4,id take a pic but i dont wanna get stabed by this gentalman  o how i love the #12 vp bus!
822586,4,"&quot;I feel like I'm playing Scrabble of... royalty.&quot; -@Bryan_Roush, on my bitchin' board "
886864,4,"@Fatosha Dido is History, listen to Pink "
1125723,4,"home from work, just gave my dad his birthday present-  the wrestling superstars of the 1980s dvd! "
160958,0,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it 
1362302,4,@hczzz hmmm...that sucks! i hate addiction. i have been drug-free for 9 ears now  it's rough
111101,0,"thinks the right song won last night, even though none of his bets came through "
1214376,4,"@Robby2k8 oh, hey "
635150,0,"Wondering how, when and where my great day took such a bad turn. "
864937,4,"@mileycyrus Yesss....If I'm driving and feet are on the dashboard, it drives me crazy!  Same as with papers on the dash!  "
1323888,4,@epcdoctor You could bring me some Rambo's 
938033,4,For all my followers here is a smiley face I drew for you. |  | I hope you all like it.
1127681,4,iROCK skinny jeans bc my credit card is skinny 
992464,4,"This is cute, nostalgia-evoking stuff  http://bit.ly/91Qs2"
938499,4,We're 18th best in the entire world!  According to Develop Magazine's top 100 studios!  http://bit.ly/YEAqZ
1484065,4,@tinkcupcake sounds like a plan  so you're planning to stay over in london?
1469159,4,Yeesh its early....BUT it is gorgeous day!!! Maybe something great is brewing 
311858,0,excited for promm ! hope they get my dress fixed on time 
24589,0,Woke up and could breathe out of my nose until the sneeze fest started...ugh 
151335,0,i still haven't quite figured out to work this screensaver... i'm so lost 
958560,4,"@tmillionaires Hey Johnny, got your message, seems like a plan.  Will see what I can do.  Best email me "
763888,0,@SuchALady thanks mama... they are lifts... smh I was lost in bed bath and beyond 
719083,0,@nealjennings Yeah sorry I'm not going tonight...I couldn't get anyone to go with me  Tim never got back to me. Have fun tonight!
486751,0,"Ok, I was drunk last night and talked to my boyfriend on the phone and haven't spoken to him since. I'm scared he's mad at me "
1094770,4,witnessed a break dance off last night 
1585922,4,"@phixx Heh, secret is safe with all my followers "
138154,0,On the way to photoshoot and feel like ass !  x
834921,4,"packingggg! sun, ily "
858438,4,@aus10 No taylor-related stuff?   (aus10 live &gt; http://ustre.am/2Oyf)
252270,0,We were talking about a church by the way xD @morgan_johnson i hate that im missing him and you  &lt;3
134392,0,@annalethicia vc vai no social media??? Eu nem vou  !!
991728,4,good morning @Arsiney 
1283377,4,History Part1 finished  Tan Time!
1114293,4,ahhhh long weekend 
1392060,4,@ds2600 thanx..thats really thoughtful.. 
547640,0,Say it ain't So-sa!!!! 
1482728,4,going to meet up with joe 
1309511,4,@amandadiva..your music genre under my itunes is Hiptronicsoul.. that's a new genre 4 me..keep making soul filled fab music 
1571514,4,i got my hair done!! and im half way done painting my room i should be done around tomorrow or Wednesday  summer school is going well 
375150,0,Having Beignets with aunt Tina and cousins minus @tatalia 
869912,4,Eating biscuits while sitting on my bean bag. Watching Friends. I love Matthew Perry 
592490,0,Cant sleep! Sometimes people just need to be kicked in thehead 
1106367,4,woot Neil Gaiman wins 2009 Audie for audio book of the year! The Graveyard Book. get it at Simply Audiobooks  http://tinyurl.com/dl8jq6
1262596,4,watching the pacifier 
1589553,4,@DivasMistress right. That was my bad with the &quot;s&quot; on confession. Your one was still enough. BWAHAAHAH 
260828,0,"heard her heart shatter, it hurts  "
619991,0,It's hot.  Kinda wishing I did this. Bummer. Gotta make the best of it.
894229,4,@misscole74 you'll get close to the stage if you go there in the weeeeeeeee hours of the morning...lol.  Good luck! 
298858,0,thanks Trevor now I want Pizza Hut ! 
252518,0,@djkreate hahahahha very funny but Im not 21 yet 
1459254,4,Mmmmm bacon buttie time me thinks!! Then I suppose I should do some Uni work conciderin it's due in 2moz?! 
1366217,4,sub to me guys youtube.com/user/itouchapps4free 
665782,0,@debipurcell ps. screw grad parties and come see your doober! she misses you 
15647,0,My relatives are in Manhattan and I'm not   So not cool.
1332412,4,@angeli_trueblue  thanks for following  take care â¥
540171,0,"@heritagesoftail I am feeling ok, I was sick this morning . I am missing all my Atlanta monkeys "
1010871,4,@TheCrystalLady at least my two seem to entertain each other now 
958978,4,"marine corps half marathon today had 7,000 runners; fast time of 1:09; 5k in the rain was great "
792244,0,just finish tuition. and nobody tells me what are the english homeworks 
1112235,4,Finally the weather here is getting better. Enjoying a Cornetto on a lovely warm sunny day. Hope you all have a good weekend 
940284,4,good morning  dentist this morning boo then hopefully having anotherrelaxing day with the love &lt;3
1506241,4,Scared of her amiga getting blown away. . 
1440145,4,@craig_martin I mentioned your site because it's really well done! It makes for good armchair traveling. 
1156789,4,Work=suck.Hard.suck. But I was standing there singing this song with the radio then I realized it was LP's New Divide and got all happy! 
845225,4,@mimimyne Brilliant news! Good luck! 
1330815,4,@tommcfly ..t.alking about new planetshttp://bit.ly/wkv0a   and thought you might be interested  xx
1222716,4,@Jamiec Agreed. @10yetis is pretty good for that though 
395312,0,"I think it's time for bed, my head feels like it's been smashed in with a hammer "
161652,0,"@AroundHarlem that reminds me, i need to pick up a mask 2mrw. Thanks  I prefer not to take meds because i will b addicted "
600602,0,think i have swine flu 
858981,4,"@questlove wait..how can you, if i'm here? "
1120485,4,@chandlersimpson do it! The mint juleps look pretty tasty. 
463985,0,Miss you granny..how I wish I was with you   
488955,0,"@Sauce_Fonda my bad...i dont have them, thought i did, the engineer i recorded with doesnt either  sowwy"
1499185,4,@steviecarlson I wish I was there! I know you'll rock it 
716239,0,"@MBTweetA Yes, its always a treat when someone squeezes into the seat next to you then opens the newspaper "
293479,0,@omgitsafox coz it scared. 
453687,0,oh..no....yep...i definitely just swallowed the ball of my tongue ring while eating 
1434760,4,@xfftl8myheartx on my way 
1023290,4,&lt;b&gt;Miley Cyrus Will You Follow Me On This? Love You 
889894,4,"How cool is it to &quot;reply&quot; to  a JOHN freakin MAYER?  It may be a one sided conversation, but you know that &quot;Tweet&quot; shows up somewhere.... "
1151687,4,Suppose I ought to shuffle of to bed as well. Goodnight all. Pleasant dreams... hugs and love 
1550154,4,rb@DJDreamy for ths share. thank you  oo oo the vid.  â« http://blip.fm/~8a5wm
376441,0,i just tripped over my basket and crashed into the door and now i have  a scrap next to my armpit. i was crying for about 7 minutes. 
1323194,4,I love The Afters 
989551,4,#Twitteroke time 
804249,4,"@la_oof  Thanks  Job not until Jan, so plenty of time to practice   Thanks for info re; splash page  xx"
663134,0,"@Joalby Iran doesn't want my help either, it didn't turn my picture green, and it made my picture disappear "
68293,0,@dawizonline I know that is the truth... 
191656,0,@Thongings Lucky bastard 
1544474,4,@acidicice @JHBPRINCESS Will have to try tomorrow 
1204444,4,gee I wonder who will win this one? 
968196,4,hurray...now level 10 at bubbletown!!! 
622644,0,@nyciia Feel better soon  sore throats are the worst!
1593006,4,@me_u all the best for your planning... it won't be easy but the best thing is to enjoy it while u can... 
552585,0,so much homework to do  this sucks
1420983,4,@iphonehelper786 speck candyshell giveaway uploading  each friend review = 2 entrys feature = 5 entry + 2 entry for each 100 sub u have
464053,0,Is not looking forward to work tomorrow 
907355,4,Going to school =[ I'm actually not so tired today tho 
504396,0,D: everyon just stopped texting me at the same time. 
725934,0,@Danielleexll3 me too. But famous people don't talk to normal people  it stinks xD
54008,0,@deonvozov pointed out that I have wine &amp; jack in the house &amp; no money  LOL
1566939,4,@lyleses07 I am following you...  how about a follow back?
712554,0,no blog today  im slacking! tomorrow i wil blog! http://emmamereta.blogspot.com xx
1297645,4,Athena mu is home alone and loving it!!!   http://apps.facebook.com/dogbook/profile/view/5560600
1204620,4,@edwardvirtually I don't believe I do... then again I usually am on the winning side 
800974,4,Good morning everyone 
542043,0,it's morning n it's time....  i hate this feeling...
1582841,4,"I have one hand out the window pointing at the sky! One up  How's life going? Just updating my profile ! onelove, Philippine allstars "
355208,0,@KChenoweth I'm sorry honey  hopefully tomorrow will be beautiful and amazing and not so icky *hugs*
432007,0,Arg. Sunday. Don't wanna go to work. Wanna sleeeeeeep. 
849170,4,"Happy Monday world.  Lots of reading this morning, starting with www.copyblogger.com."
1422864,4,@mvellandi howdy tweet-masta!  ::hi five:: for aweome tweet action this week! glad to be back in your element?
820646,4,"@wossy me &amp; my bf nearly wet ourselves chuckling at your Donatella/ The Wrestler joke last night, hilarious "
477421,0,@Squeetthang  there's always next year!
121968,0, this sux...why am I up!! I fell asleep at 8 now imide awake...noooooo hate jetlag 
1243012,4,I wanna play soccer like this NOW!!! Looks great  #jtv http://justin.tv/g4tv_e3
345399,0,BAS statements and it's not even my business 
1144806,4,Sex is great 
1539478,4,@zainemoonlight i just noticed that you wrote 'gute Nacht'  you really use it
685277,0,has a cooooooooooooooooooooooooooold. nooo. 
846471,4,organising my trip abroad for june. volunteering and doing drawing in france 
764650,0,Getting ready to go swim @ Kelsey's house. I need to escape this heat! Waiting for her to pick me up now since my POS-car is in the shop. 
1515220,4,"@HateOClock Yeah ima be in NY 2nd week in Jan, Ill let u kno what clubs ima playin there we'll link and party "
421537,0,@bkGirlFriday I want ice cream... 
175068,0,Oh what a day it has been! Stress and thinking about the future is making me sad! 
297385,0,@orangy68 wish it wld just cool down in the evenings though.....at least we'd be able to sleep 
284262,0,"@Nicole_Porche LOL... She asked people 2 talk 2 her,so she wouldn't fall alseep...so I'm tryin 2 talk 2 her and she wasn't talk 2 me!! "
